team,split_games,points_for,points_against,off_poss,def_poss,opp_mean_off_rating,opp_mean_def_rating,opp_mean_net_rating,split_type,bucket,bucket_is_gt_115,split_off_rating,split_def_rating,split_net_rating,games,base_off_rating,base_def_rating,base_net_rating,split_game_share
NYK,47,5595,5091,4631.0,4627.0,112.72150957399268,116.91883539589827,-4.197325821905581,opp_off_rating,opp_lte_115,0,120.81623839343554,110.02809595850442,10.788142434931117,82,118.68008948545861,112.31343283582089,6.366656649637719,0.573170731707317
OKC,45,5442,4761,4573.0,4576.0,112.91296948665575,116.95215746772618,-4.039187981070442,opp_off_rating,opp_lte_115,0,119.00284277279684,104.04283216783216,14.96001060496468,82,117.66124171187462,106.57831325301206,11.082928458862568,0.5487804878048781
ORL,39,4589,4420,3983.0,3991.0,112.46067546060476,117.56380852909467,-5.103133068489895,opp_off_rating,opp_lte_115,0,115.21466231483805,110.74918566775244,4.465476647085609,82,114.21179302045728,113.61338468945594,0.5984083310013375,0.47560975609756095
PHI,42,5053,4756,4250.0,4252.0,112.4153780328728,117.48253494747561,-5.06715691460282,opp_off_rating,opp_lte_115,0,118.89411764705882,111.85324553151459,7.040872115544232,82,114.59237819585142,114.7317661241712,-0.13938792831977764,0.5121951219512195
PHX,40,4657,4332,3997.0,3990.0,112.71207843803101,117.56500422098873,-4.852925782957718,opp_off_rating,opp_lte_115,0,116.51238428821615,108.57142857142857,7.940955716787585,82,114.2150191760485,112.85608124845182,1.3589379275966849,0.4878048780487805
POR,42,5039,4800,4262.0,4255.0,112.73699332629192,117.5708033844248,-4.83381005813287,opp_off_rating,opp_lte_115,0,118.23087752229,112.80846063454759,5.422416887742415,82,113.85114825057113,114.26336061627347,-0.4122123657023451,0.5121951219512195
SAC,42,4707,4999,4218.0,4226.0,113.03838582147512,116.84741218204734,-3.8090263605722234,opp_off_rating,opp_lte_115,0,111.59317211948792,118.29152863227638,-6.698356512788465,82,110.55508320174906,120.28124621166202,-9.726163009912966,0.5121951219512195
SAS,45,5438,4951,4538.0,4548.0,112.86491001476338,117.09200184006696,-4.227091825303578,opp_off_rating,opp_lte_115,0,119.83252534156014,108.86103781882146,10.971487522738684,82,118.82936267988875,110.47354433438028,8.355818345508467,0.5487804878048781
TOR,41,4933,4555,4146.0,4143.0,112.4469046841504,117.64181477083096,-5.1949100866805615,opp_off_rating,opp_lte_115,0,118.98215147129763,109.94448467294231,9.037666798355318,82,114.95658554482084,112.10564930300808,2.850936241812761,0.5
UTA,42,5071,5208,4400.0,4398.0,112.74907141186759,116.8620843150408,-4.113012903173222,opp_off_rating,opp_lte_115,0,115.25000000000001,118.4174624829468,-3.167462482946789,82,112.9701230228471,121.15136592801032,-8.181242905163217,0.5121951219512195
WAS,42,4801,5088,4351.0,4345.0,112.86682795002972,116.87797975663989,-4.011151806610163,opp_off_rating,opp_lte_115,0,110.34245001149161,117.10011507479862,-6.757665063307016,82,109.66595593461265,121.45652947455818,-11.790573539945527,0.5121951219512195
