split_type,target,rows,weighted_games,naive_weighted_mae,model_weighted_mae,naive_weighted_rmse,model_weighted_rmse,naive_weighted_r2,model_weighted_r2,intercept,coef_base_off_rating,coef_base_def_rating,coef_bucket_is_gt_115,coef_split_games,coef_split_game_share,coef_opp_mean_off_rating,coef_opp_mean_def_rating
opp_def_rating,split_def_rating,60,2460.0,1.0388335522947478,0.9126965776508683,1.3489683358301352,1.0904896663033499,0.8918619659759517,0.9293327701434269,-78.07352128764136,0.017961842333815755,0.99600804049755,-3.29153202606249,0.2843562897414077,0.003467759630977631,-0.0008797871575434495,0.5740236965675458
opp_def_rating,split_off_rating,60,2460.0,1.063989000675527,0.9884257151605643,1.374783060905238,1.2458738023998541,0.9050823668965448,0.9220481076166978,-118.95010762775395,0.9666058561017448,0.026195639566067765,-5.016163507538058,0.15576923662023798,0.0018996248368084972,-0.7194249438602838,1.7223322544302113
opp_off_rating,split_def_rating,60,2460.0,0.8392849175316638,0.8246696653766654,1.0423340007797706,0.9862832826710317,0.9461294149562018,0.9517673385400475,-89.94402609698975,0.05411533468728605,1.0308872540721963,9.068321964709359,0.12786032069647432,0.001559272203619895,-0.07038120623802803,0.6842259368953229
opp_off_rating,split_off_rating,60,2460.0,1.2387697247010125,1.0617461249082503,1.5403310850768115,1.4042568709801222,0.8534746532017428,0.8782195111061222,-272.8196495400215,1.0400850550795053,0.09714187413515872,12.40110315006555,0.15493040945838132,0.0018893952373050852,-0.6623013535695664,2.789306390540142
