model_id,model_description,games,corr,mae,rmse,bias
prior_3,Current season before date + 3 prior seasons,785,0.9616855860951516,3.3790233189832573,4.274333377392796,-0.4531455820445878
prior_4,Current season before date + 4 prior seasons,785,0.9617323494269175,3.381249616224152,4.275322457518829,-0.48367020945980616
prior_2,Current season before date + 2 prior seasons,785,0.9617026316302504,3.383880046343854,4.272576314291112,-0.41846962829530215
rolling_2000_games,Current season before date + enough prior games for 2000 total games,785,0.9615277623520201,3.386620039553209,4.278400912022568,-0.3892427589080898
benchmark_prior_1,Current season before date + 1 prior season,785,0.9615754255922752,3.3888109437050304,4.276435726829585,-0.37839689740478805
rolling_1000_games,Current season before date + enough prior games for 1000 total games,785,0.961640710700464,3.3929434548735835,4.273795965475268,-0.3357937395434444
