season,team,clutch offensive rating,clutch defensive rating,avg 4th quarter point differential
2000-01,Atlanta Hawks,87.0,104.5,-0.9
2000-01,Boston Celtics,95.1,96.9,-0.8
2000-01,Charlotte Hornets,91.6,96.4,-0.2
2000-01,Chicago Bulls,93.5,107.4,-2.8
2000-01,Cleveland Cavaliers,91.3,86.8,1.0
2000-01,Dallas Mavericks,103.3,104.0,1.0
2000-01,Denver Nuggets,100.5,95.5,0.1
2000-01,Detroit Pistons,91.8,101.5,-0.7
2000-01,Golden State Warriors,84.6,107.8,-1.1
2000-01,Houston Rockets,104.5,88.1,1.4
2000-01,Indiana Pacers,93.1,92.3,0.0
2000-01,Los Angeles Clippers,95.7,108.7,0.4
2000-01,Los Angeles Lakers,103.2,99.2,-1.0
2000-01,Miami Heat,99.1,92.1,-0.3
2000-01,Milwaukee Bucks,112.2,103.8,0.2
2000-01,Minnesota Timberwolves,102.8,106.9,-0.5
2000-01,New Jersey Nets,93.1,105.7,-1.8
2000-01,New York Knicks,82.7,81.0,1.3
2000-01,Orlando Magic,93.5,104.3,-0.6
2000-01,Philadelphia 76ers,101.9,94.6,0.4
2000-01,Phoenix Suns,97.7,87.1,1.7
2000-01,Portland Trail Blazers,109.3,99.6,0.3
2000-01,Sacramento Kings,94.0,84.6,1.4
2000-01,San Antonio Spurs,97.7,100.4,0.9
2000-01,Seattle SuperSonics,98.3,102.3,-0.4
2000-01,Toronto Raptors,96.8,92.1,0.7
2000-01,Utah Jazz,118.4,96.8,2.5
2000-01,Vancouver Grizzlies,102.1,106.7,-1.3
2000-01,Washington Wizards,101.4,100.0,-1.1
2001-02,Atlanta Hawks,95.5,100.6,-1.2
2001-02,Boston Celtics,107.8,90.2,1.0
2001-02,Charlotte Hornets,101.1,97.9,-0.5
2001-02,Chicago Bulls,99.7,97.6,0.0
2001-02,Cleveland Cavaliers,107.2,99.7,-0.7
2001-02,Dallas Mavericks,115.5,107.2,1.5
2001-02,Denver Nuggets,89.7,95.4,0.1
2001-02,Detroit Pistons,96.6,93.2,1.0
2001-02,Golden State Warriors,85.4,105.3,-0.0
2001-02,Houston Rockets,96.6,106.7,-1.0
2001-02,Indiana Pacers,101.1,103.0,-0.1
2001-02,Los Angeles Clippers,95.3,100.3,-0.5
2001-02,Los Angeles Lakers,104.2,94.6,2.5
2001-02,Memphis Grizzlies,89.1,98.5,-1.2
2001-02,Miami Heat,86.1,92.0,-0.4
2001-02,Milwaukee Bucks,107.5,100.2,0.4
2001-02,Minnesota Timberwolves,94.3,102.6,-0.2
2001-02,New Jersey Nets,98.1,98.6,1.0
2001-02,New York Knicks,89.8,100.5,-1.2
2001-02,Orlando Magic,105.5,100.4,-1.0
2001-02,Philadelphia 76ers,90.2,83.0,0.0
2001-02,Phoenix Suns,104.0,101.8,0.1
2001-02,Portland Trail Blazers,111.7,99.7,-0.2
2001-02,Sacramento Kings,105.0,89.6,0.8
2001-02,San Antonio Spurs,92.5,96.7,0.2
2001-02,Seattle SuperSonics,92.6,98.2,0.3
2001-02,Toronto Raptors,93.0,90.4,-0.8
2001-02,Utah Jazz,102.8,106.5,0.6
2001-02,Washington Wizards,100.3,101.0,-0.4
2002-03,Atlanta Hawks,102.0,97.1,-2.0
2002-03,Boston Celtics,93.4,90.4,0.0
2002-03,Chicago Bulls,100.6,103.8,1.6
2002-03,Cleveland Cavaliers,86.6,96.1,-0.2
2002-03,Dallas Mavericks,112.2,101.0,0.5
2002-03,Denver Nuggets,89.6,110.9,-0.5
2002-03,Detroit Pistons,103.1,92.0,1.6
2002-03,Golden State Warriors,100.3,105.2,-0.2
2002-03,Houston Rockets,114.4,100.9,0.4
2002-03,Indiana Pacers,90.7,97.8,-0.6
2002-03,Los Angeles Clippers,94.0,116.5,-0.5
2002-03,Los Angeles Lakers,111.5,100.9,0.5
2002-03,Memphis Grizzlies,97.8,104.4,0.2
2002-03,Miami Heat,85.2,102.5,-0.9
2002-03,Milwaukee Bucks,104.2,102.0,1.8
2002-03,Minnesota Timberwolves,107.7,93.4,0.1
2002-03,New Jersey Nets,83.1,100.0,-0.7
2002-03,New Orleans Hornets,101.5,95.7,0.3
2002-03,New York Knicks,100.0,106.3,-0.3
2002-03,Orlando Magic,95.9,94.6,-1.0
2002-03,Philadelphia 76ers,102.4,98.5,1.1
2002-03,Phoenix Suns,109.0,88.1,2.7
2002-03,Portland Trail Blazers,97.3,98.3,-1.0
2002-03,Sacramento Kings,104.5,101.8,0.4
2002-03,San Antonio Spurs,102.4,100.0,-1.9
2002-03,Seattle SuperSonics,101.6,99.7,-0.5
2002-03,Toronto Raptors,101.2,103.7,-1.0
2002-03,Utah Jazz,102.6,99.0,0.3
2002-03,Washington Wizards,103.1,104.3,-0.3
2003-04,Atlanta Hawks,89.9,106.7,-1.9
2003-04,Boston Celtics,100.3,104.3,-0.4
2003-04,Chicago Bulls,84.0,100.8,-2.2
2003-04,Cleveland Cavaliers,93.1,97.1,-0.5
2003-04,Dallas Mavericks,95.7,110.5,0.4
2003-04,Denver Nuggets,103.3,89.6,0.1
2003-04,Detroit Pistons,103.8,94.5,1.3
2003-04,Golden State Warriors,90.8,102.6,-0.3
2003-04,Houston Rockets,105.8,105.7,-0.1
2003-04,Indiana Pacers,103.6,85.0,1.5
2003-04,Los Angeles Clippers,93.0,105.5,-1.3
2003-04,Los Angeles Lakers,102.8,85.1,1.5
2003-04,Memphis Grizzlies,105.6,95.5,2.0
2003-04,Miami Heat,100.0,89.1,0.5
2003-04,Milwaukee Bucks,94.3,97.1,0.2
2003-04,Minnesota Timberwolves,110.4,99.4,1.3
2003-04,New Jersey Nets,96.0,95.9,0.3
2003-04,New Orleans Hornets,94.3,92.4,1.1
2003-04,New York Knicks,103.3,92.4,0.1
2003-04,Orlando Magic,97.2,99.4,-2.4
2003-04,Philadelphia 76ers,82.5,90.9,-0.1
2003-04,Phoenix Suns,92.8,106.8,-1.6
2003-04,Portland Trail Blazers,101.4,98.8,-1.1
2003-04,Sacramento Kings,105.1,96.7,1.5
2003-04,San Antonio Spurs,95.1,96.9,0.4
2003-04,Seattle SuperSonics,111.3,108.4,0.3
2003-04,Toronto Raptors,92.7,97.2,0.3
2003-04,Utah Jazz,108.6,97.3,0.3
2003-04,Washington Wizards,96.3,108.8,-1.1
2004-05,Atlanta Hawks,94.5,109.5,-2.4
2004-05,Boston Celtics,98.3,94.9,0.2
2004-05,Charlotte Bobcats,91.4,107.5,-1.2
2004-05,Chicago Bulls,96.7,87.0,0.8
2004-05,Cleveland Cavaliers,96.7,105.1,0.2
2004-05,Dallas Mavericks,113.3,96.8,0.8
2004-05,Denver Nuggets,107.4,96.7,1.1
2004-05,Detroit Pistons,100.0,92.0,0.1
2004-05,Golden State Warriors,99.8,92.9,-0.8
2004-05,Houston Rockets,95.7,104.7,0.4
2004-05,Indiana Pacers,102.5,93.4,-0.0
2004-05,Los Angeles Clippers,101.2,106.7,-1.3
2004-05,Los Angeles Lakers,104.3,101.5,0.7
2004-05,Memphis Grizzlies,103.9,93.3,-0.0
2004-05,Miami Heat,108.8,97.7,2.4
2004-05,Milwaukee Bucks,105.2,108.2,-1.3
2004-05,Minnesota Timberwolves,111.9,99.7,0.5
2004-05,New Jersey Nets,100.0,95.9,-2.2
2004-05,New Orleans Hornets,88.0,107.5,-0.1
2004-05,New York Knicks,96.2,111.3,-0.8
2004-05,Orlando Magic,97.2,106.7,-0.4
2004-05,Philadelphia 76ers,95.8,94.9,-0.7
2004-05,Phoenix Suns,111.8,98.9,0.3
2004-05,Portland Trail Blazers,93.4,107.3,-0.3
2004-05,Sacramento Kings,105.2,104.8,0.0
2004-05,San Antonio Spurs,109.4,110.8,1.7
2004-05,Seattle SuperSonics,119.7,105.3,1.5
2004-05,Toronto Raptors,110.7,104.6,2.0
2004-05,Utah Jazz,98.8,109.9,-1.2
2004-05,Washington Wizards,109.6,109.9,-0.3
2005-06,Atlanta Hawks,96.0,107.4,-0.4
2005-06,Boston Celtics,94.7,102.2,-0.6
2005-06,Charlotte Bobcats,101.7,100.9,0.4
2005-06,Chicago Bulls,107.7,94.8,0.7
2005-06,Cleveland Cavaliers,113.8,106.9,0.6
2005-06,Dallas Mavericks,105.6,97.4,1.6
2005-06,Denver Nuggets,102.1,101.8,0.1
2005-06,Detroit Pistons,111.5,100.3,0.2
2005-06,Golden State Warriors,101.0,112.8,-0.6
2005-06,Houston Rockets,97.2,100.5,0.4
2005-06,Indiana Pacers,91.4,101.6,-0.2
2005-06,Los Angeles Clippers,112.0,92.3,0.7
2005-06,Los Angeles Lakers,108.6,109.5,0.7
2005-06,Memphis Grizzlies,106.3,95.7,-0.3
2005-06,Miami Heat,115.1,105.6,1.5
2005-06,Milwaukee Bucks,103.7,95.3,-1.1
2005-06,Minnesota Timberwolves,95.6,110.1,-1.0
2005-06,New Jersey Nets,109.2,99.0,-0.7
2005-06,New Orleans/Oklahoma City Hornets,111.7,102.0,-0.3
2005-06,New York Knicks,100.3,113.2,1.2
2005-06,Orlando Magic,100.8,103.9,0.1
2005-06,Philadelphia 76ers,89.7,93.5,-1.0
2005-06,Phoenix Suns,105.4,104.9,0.5
2005-06,Portland Trail Blazers,89.2,102.4,-1.7
2005-06,Sacramento Kings,101.9,97.8,-0.7
2005-06,San Antonio Spurs,102.1,89.8,0.2
2005-06,Seattle SuperSonics,112.8,111.5,-1.2
2005-06,Toronto Raptors,101.6,114.4,0.7
2005-06,Utah Jazz,107.2,103.9,0.7
2005-06,Washington Wizards,101.0,105.9,-0.5
2006-07,Atlanta Hawks,95.5,100.9,-0.5
2006-07,Boston Celtics,98.7,99.0,0.1
2006-07,Charlotte Bobcats,93.9,103.3,-1.2
2006-07,Chicago Bulls,98.0,89.6,0.6
2006-07,Cleveland Cavaliers,105.4,95.1,1.4
2006-07,Dallas Mavericks,109.8,84.5,1.1
2006-07,Denver Nuggets,95.3,100.3,-1.4
2006-07,Detroit Pistons,113.9,101.2,1.5
2006-07,Golden State Warriors,98.2,105.0,-0.5
2006-07,Houston Rockets,99.7,108.4,-1.4
2006-07,Indiana Pacers,102.9,101.2,-0.4
2006-07,Los Angeles Clippers,105.7,107.9,-0.3
2006-07,Los Angeles Lakers,105.0,106.1,-0.2
2006-07,Memphis Grizzlies,102.4,107.5,1.6
2006-07,Miami Heat,106.9,97.6,0.5
2006-07,Milwaukee Bucks,99.2,108.4,-1.1
2006-07,Minnesota Timberwolves,98.2,101.3,0.0
2006-07,New Jersey Nets,101.7,110.4,-0.6
2006-07,New Orleans/Oklahoma City Hornets,101.2,96.6,-0.2
2006-07,New York Knicks,107.4,102.9,-0.2
2006-07,Orlando Magic,84.7,100.9,-0.4
2006-07,Philadelphia 76ers,106.5,97.9,-0.1
2006-07,Phoenix Suns,108.6,101.9,0.9
2006-07,Portland Trail Blazers,113.4,112.5,-0.5
2006-07,Sacramento Kings,93.7,109.0,-0.4
2006-07,San Antonio Spurs,102.2,100.0,1.1
2006-07,Seattle SuperSonics,105.5,103.8,-0.4
2006-07,Toronto Raptors,106.6,99.7,0.3
2006-07,Utah Jazz,116.1,109.7,1.9
2006-07,Washington Wizards,102.3,114.7,-1.4
2007-08,Atlanta Hawks,100.3,111.2,-0.1
2007-08,Boston Celtics,101.4,99.7,1.0
2007-08,Charlotte Bobcats,101.9,100.5,-0.5
2007-08,Chicago Bulls,90.0,116.0,-1.5
2007-08,Cleveland Cavaliers,112.8,90.9,1.9
2007-08,Dallas Mavericks,114.4,107.9,0.5
2007-08,Denver Nuggets,100.3,97.0,0.8
2007-08,Detroit Pistons,113.7,105.3,0.6
2007-08,Golden State Warriors,117.2,103.9,0.5
2007-08,Houston Rockets,99.2,104.5,0.1
2007-08,Indiana Pacers,101.4,113.1,0.4
2007-08,Los Angeles Clippers,110.1,122.7,-1.0
2007-08,Los Angeles Lakers,104.6,102.1,1.8
2007-08,Memphis Grizzlies,105.8,116.6,0.0
2007-08,Miami Heat,85.2,111.4,-2.0
2007-08,Milwaukee Bucks,109.3,111.5,-1.7
2007-08,Minnesota Timberwolves,105.4,118.7,-1.9
2007-08,New Jersey Nets,112.8,107.1,-1.8
2007-08,New Orleans Hornets,105.2,98.5,1.4
2007-08,New York Knicks,89.9,96.9,-1.4
2007-08,Orlando Magic,109.5,103.2,1.3
2007-08,Philadelphia 76ers,102.2,91.7,1.4
2007-08,Phoenix Suns,110.9,96.8,0.6
2007-08,Portland Trail Blazers,110.6,107.7,0.1
2007-08,Sacramento Kings,109.5,106.7,-0.6
2007-08,San Antonio Spurs,110.6,100.4,1.0
2007-08,Seattle SuperSonics,105.6,105.8,-2.6
2007-08,Toronto Raptors,115.5,120.5,0.0
2007-08,Utah Jazz,116.3,118.1,1.5
2007-08,Washington Wizards,110.5,108.6,-0.1
2008-09,Atlanta Hawks,106.7,93.9,2.1
2008-09,Boston Celtics,113.7,101.4,0.5
2008-09,Charlotte Bobcats,97.8,96.9,-0.3
2008-09,Chicago Bulls,107.2,104.5,1.6
2008-09,Cleveland Cavaliers,127.1,93.9,2.0
2008-09,Dallas Mavericks,113.0,98.7,-0.2
2008-09,Denver Nuggets,108.5,106.3,-0.4
2008-09,Detroit Pistons,101.4,106.3,-0.5
2008-09,Golden State Warriors,93.7,111.1,-0.7
2008-09,Houston Rockets,93.3,103.8,-0.6
2008-09,Indiana Pacers,102.7,106.5,-0.6
2008-09,Los Angeles Clippers,92.9,113.7,-2.2
2008-09,Los Angeles Lakers,122.7,104.4,1.2
2008-09,Memphis Grizzlies,90.2,113.7,-1.6
2008-09,Miami Heat,114.1,112.2,-0.7
2008-09,Milwaukee Bucks,102.0,108.9,-1.0
2008-09,Minnesota Timberwolves,100.9,119.7,-1.0
2008-09,New Jersey Nets,105.3,108.1,1.1
2008-09,New Orleans Hornets,124.8,110.2,0.9
2008-09,New York Knicks,104.4,116.8,-1.3
2008-09,Oklahoma City Thunder,100.0,101.6,-2.2
2008-09,Orlando Magic,106.3,88.6,1.3
