7.437,-2.626
-4.094,-0.857
8.904,5.712
10.494,19.787
-3.168,-25.523
-8.472,2.705
-10.748,-8.111
-1.652,1.904
-11.378,18.643
-0.975,15.444
-2.624,-8.735
-9.6,-4.699
5.618,1.744
-11.89,7.892
-10.933,2.011
-8.832,-9.559
-1.95,5.505
1.609,-8.847
22.138,-6.35
-6.361,-4.046
-5.509,12.823
-11.281,-0.615
2.993,3.614
-6.973,9.828
14.417,-0.757
10.265,-7.256
11.409,1.916
11.357,-8.711
-0.439,11.742
-6.369,-2.045
-2.626,4.8
-0.857,-0.689
5.712,-0.025
19.787,-1.611
-25.523,-7.121
2.705,7.815
-8.111,-1.735
1.904,-0.494
18.643,-6.46
15.444,5.964
-8.735,17.744
-4.699,8.764
1.744,-4.546
7.892,-3.883
2.011,-5.72
-9.559,-11.77
5.505,-9.284
-8.847,1.006
-6.35,-1.067
-4.046,-3.196
12.823,0.779
-0.615,-0.201
3.614,4.989
9.828,0.101
-0.757,-0.501
-7.256,2.02
1.916,-1.417
-8.711,-0.998
11.742,5.836
-2.045,3.645
4.8,-2.794
-0.689,16.744
-0.025,-17.673
-1.611,1.272
-7.121,-12.881
7.815,13.427
-1.735,-20.96
-0.494,-13.369
-6.46,16.063
5.964,7.86
17.744,1.383
8.764,0.139
-4.546,-15.141
-3.883,-19.676
-5.72,8.769
-11.77,-7.007
-9.284,-25.078
1.006,10.327
-1.067,24.368
-3.196,-7.721
0.779,3.051
-0.201,-0.987
4.989,7.15
0.101,-0.74
-0.501,-5.834
2.02,14.61
-1.417,9.945
-0.998,-10.815
5.836,-1.542
3.645,5.51
-2.794,-12.102
16.744,21.698
-17.673,-6.896
1.272,0.996
-12.881,-7.971
13.427,0.621
-20.96,-15.973
-13.369,-7.792
16.063,-8.479
7.86,-1.766
1.383,-13.361
0.139,7.977
-15.141,-10.477
-19.676,-6.841
8.769,-4.304
-7.007,-6.57
-25.078,7.864
10.327,9.057
24.368,11.512
-7.721,10.018
3.051,9.556
-0.987,-3.535
7.15,27.295
-0.74,-3.167
-5.834,-2.423
14.61,-12.112
9.945,-0.877
-10.815,4.383
-1.542,-10.511
5.51,8.608
-12.102,-16.808
21.698,-2.517
-6.896,16.655
0.996,3.526
-7.971,-10.898
0.621,1.504
