season,season_start_year,franchise_id,team,all_games,all_minutes,all_possessions,all_opp_possessions,all_pts,all_opp_pts,all_off_rating,all_def_rating,all_net_rating,clutch_games,clutch_minutes,clutch_possessions,clutch_opp_possessions,clutch_pts,clutch_opp_pts,clutch_off_rating,clutch_def_rating,clutch_net_rating,non_clutch_games,non_clutch_minutes,non_clutch_possessions,non_clutch_opp_possessions,non_clutch_pts,non_clutch_opp_pts,non_clutch_off_rating,non_clutch_def_rating,non_clutch_net_rating,clutch_minus_non_clutch_net,clutch_minus_all_net,clutch_time_pct,clutch_poss_pct
2021-22,2021,1610612745,HOU,82,19755.0,8323.0,8330.0,8997.0,9692.0,108.098,116.351,-8.252,30,541.0,240.0,253.0,241.0,279.0,100.417,110.277,-9.86,82,19214.0,8083.0,8077.0,8756.0,9413.0,108.326,116.541,-8.215,-1.645,-1.608,2.739,2.884
2021-22,2021,1610612754,IND,82,19880.0,8166.0,8161.0,9140.0,9425.0,111.928,115.488,-3.561,45,823.0,363.0,388.0,334.0,446.0,92.011,114.948,-22.937,82,19057.0,7803.0,7773.0,8806.0,8979.0,112.854,115.515,-2.661,-20.276,-19.377,4.14,4.445
2021-22,2021,1610612746,LAC,82,19780.0,8121.0,8117.0,8890.0,8888.0,109.469,109.499,-0.029,42,695.0,311.0,301.0,385.0,344.0,123.794,114.286,9.508,82,19085.0,7810.0,7816.0,8505.0,8544.0,108.899,109.314,-0.415,9.924,9.538,3.514,3.83
2021-22,2021,1610612747,LAL,82,19980.0,8360.0,8369.0,9192.0,9442.0,109.952,112.821,-2.869,46,945.0,418.0,425.0,434.0,455.0,103.828,107.059,-3.231,82,19035.0,7942.0,7944.0,8758.0,8987.0,110.274,113.129,-2.855,-0.376,-0.362,4.73,5.0
2021-22,2021,1610612763,MEM,82,19780.0,8295.0,8274.0,9480.0,9014.0,114.286,108.944,5.342,32,581.0,267.0,245.0,298.0,254.0,111.61,103.673,7.937,82,19199.0,8028.0,8029.0,9182.0,8760.0,114.375,109.104,5.27,2.667,2.595,2.937,3.219
2021-22,2021,1610612748,MIA,82,19855.0,7987.0,7985.0,9022.0,8657.0,112.959,108.416,4.543,38,607.0,270.0,251.0,271.0,249.0,100.37,99.203,1.167,82,19248.0,7717.0,7734.0,8751.0,8408.0,113.399,108.715,4.684,-3.517,-3.376,3.057,3.38
2021-22,2021,1610612749,MIL,82,19755.0,8284.0,8276.0,9470.0,9195.0,114.317,111.104,3.212,40,562.0,249.0,251.0,294.0,258.0,118.072,102.789,15.283,82,19193.0,8035.0,8025.0,9176.0,8937.0,114.2,111.364,2.836,12.448,12.071,2.845,3.006
2021-22,2021,1610612750,MIN,82,19780.0,8357.0,8368.0,9507.0,9291.0,113.761,111.03,2.731,38,572.0,254.0,250.0,272.0,265.0,107.087,106.0,1.087,82,19208.0,8103.0,8118.0,9235.0,9026.0,113.97,111.185,2.785,-1.698,-1.644,2.892,3.039
2021-22,2021,1610612740,NOP,82,19755.0,8060.0,8077.0,8962.0,9043.0,111.191,111.96,-0.769,31,526.0,232.0,231.0,268.0,278.0,115.517,120.346,-4.829,82,19229.0,7828.0,7846.0,8694.0,8765.0,111.063,111.713,-0.65,-4.179,-4.06,2.663,2.878
2021-22,2021,1610612752,NYK,82,19780.0,7958.0,7935.0,8731.0,8741.0,109.713,110.158,-0.444,42,699.0,292.0,299.0,272.0,348.0,93.151,116.388,-23.237,82,19081.0,7666.0,7636.0,8459.0,8393.0,110.344,109.914,0.431,-23.668,-22.793,3.534,3.669
2021-22,2021,1610612760,OKC,82,19805.0,8198.0,8206.0,8506.0,9170.0,103.757,111.748,-7.99,37,672.0,315.0,322.0,331.0,350.0,105.079,108.696,-3.616,82,19133.0,7883.0,7884.0,8175.0,8820.0,103.704,111.872,-8.168,4.552,4.374,3.393,3.842
2021-22,2021,1610612753,ORL,82,19780.0,8223.0,8213.0,8547.0,9203.0,103.94,112.054,-8.114,33,573.0,255.0,258.0,252.0,261.0,98.824,101.163,-2.339,82,19207.0,7968.0,7955.0,8295.0,8942.0,104.104,112.407,-8.303,5.964,5.775,2.897,3.101
2021-22,2021,1610612755,PHI,82,19805.0,7975.0,7986.0,9015.0,8801.0,113.041,110.205,2.835,45,806.0,355.0,359.0,376.0,372.0,105.915,103.621,2.294,82,18999.0,7620.0,7627.0,8639.0,8429.0,113.373,110.515,2.857,-0.563,-0.541,4.07,4.451
2021-22,2021,1610612756,PHX,82,19730.0,8242.0,8242.0,9416.0,8801.0,114.244,106.782,7.462,40,580.0,279.0,266.0,367.0,261.0,131.541,98.12,33.421,82,19150.0,7963.0,7976.0,9049.0,8540.0,113.638,107.071,6.567,26.854,25.959,2.94,3.385
2021-22,2021,1610612757,POR,82,19730.0,8120.0,8114.0,8711.0,9439.0,107.278,116.33,-9.051,32,465.0,229.0,225.0,245.0,238.0,106.987,105.778,1.209,82,19265.0,7891.0,7889.0,8466.0,9201.0,107.287,116.631,-9.344,10.553,10.261,2.357,2.82
2021-22,2021,1610612758,SAC,82,19805.0,8252.0,8268.0,9045.0,9493.0,109.61,114.816,-5.206,40,705.0,312.0,316.0,345.0,345.0,110.577,109.177,1.4,82,19100.0,7940.0,7952.0,8700.0,9148.0,109.572,115.04,-5.468,6.868,6.606,3.56,3.781
2021-22,2021,1610612759,SAS,82,19805.0,8290.0,8299.0,9279.0,9269.0,111.93,111.688,0.242,39,669.0,289.0,316.0,270.0,328.0,93.426,103.797,-10.372,82,19136.0,8001.0,7983.0,9009.0,8941.0,112.598,112.001,0.598,-10.97,-10.614,3.378,3.486
2021-22,2021,1610612761,TOR,82,19855.0,8000.0,7989.0,8970.0,8782.0,112.125,109.926,2.199,44,816.0,353.0,350.0,397.0,357.0,112.465,102.0,10.465,82,19039.0,7647.0,7639.0,8573.0,8425.0,112.109,110.289,1.82,8.645,8.266,4.11,4.412
2021-22,2021,1610612762,UTA,82,19730.0,8014.0,8016.0,9316.0,8821.0,116.247,110.042,6.204,40,650.0,292.0,281.0,307.0,319.0,105.137,113.523,-8.386,82,19080.0,7722.0,7735.0,9009.0,8502.0,116.667,109.916,6.751,-15.137,-14.59,3.294,3.644
2021-22,2021,1610612764,WAS,82,19830.0,8079.0,8082.0,8907.0,9184.0,110.249,113.635,-3.386,40,739.0,340.0,320.0,379.0,316.0,111.471,98.75,12.721,82,19091.0,7739.0,7762.0,8528.0,8868.0,110.195,114.249,-4.054,16.774,16.107,3.727,4.208
2022-23,2022,1610612737,ATL,82,19855.0,8407.0,8397.0,9711.0,9687.0,115.511,115.363,0.148,43,824.0,378.0,377.0,386.0,447.0,102.116,118.568,-16.451,82,19031.0,8029.0,8020.0,9325.0,9240.0,116.141,115.212,0.93,-17.381,-16.599,4.15,4.496
2022-23,2022,1610612751,BKN,82,19730.0,8111.0,8128.0,9295.0,9225.0,114.597,113.497,1.101,40,615.0,277.0,283.0,321.0,312.0,115.884,110.247,5.637,82,19115.0,7834.0,7845.0,8974.0,8913.0,114.552,113.614,0.938,4.699,4.536,3.117,3.415
2022-23,2022,1610612738,BOS,82,19980.0,8247.0,8262.0,9671.0,9136.0,117.267,110.579,6.688,36,767.0,340.0,321.0,365.0,331.0,107.353,103.115,4.238,82,19213.0,7907.0,7941.0,9306.0,8805.0,117.693,110.88,6.813,-2.575,-2.451,3.839,4.123
2022-23,2022,1610612766,CHA,82,19830.0,8390.0,8378.0,9098.0,9610.0,108.439,114.705,-6.267,43,739.0,336.0,333.0,365.0,381.0,108.631,114.414,-5.783,82,19091.0,8054.0,8045.0,8733.0,9229.0,108.431,114.717,-6.287,0.503,0.483,3.727,4.005
2022-23,2022,1610612741,CHI,82,19905.0,8225.0,8227.0,9276.0,9170.0,112.778,111.462,1.316,38,820.0,364.0,367.0,386.0,386.0,106.044,105.177,0.867,82,19085.0,7861.0,7860.0,8890.0,8784.0,113.09,111.756,1.334,-0.467,-0.449,4.12,4.426
2022-23,2022,1610612739,CLE,82,19880.0,7972.0,7977.0,9205.0,8764.0,115.467,109.866,5.601,45,774.0,336.0,335.0,329.0,331.0,97.917,98.806,-0.889,82,19106.0,7636.0,7642.0,8876.0,8433.0,116.239,110.351,5.888,-6.777,-6.49,3.893,4.215
2022-23,2022,1610612742,DAL,82,19930.0,8082.0,8063.0,9366.0,9360.0,115.887,116.086,-0.199,55,1040.0,435.0,436.0,457.0,463.0,105.057,106.193,-1.135,82,18890.0,7647.0,7627.0,8909.0,8897.0,116.503,116.651,-0.148,-0.987,-0.937,5.218,5.382
2022-23,2022,1610612743,DEN,82,19755.0,8129.0,8126.0,9495.0,9222.0,116.804,113.488,3.316,37,642.0,295.0,285.0,322.0,275.0,109.153,96.491,12.661,82,19113.0,7834.0,7841.0,9173.0,8947.0,117.092,114.105,2.987,9.674,9.345,3.25,3.629
2022-23,2022,1610612765,DET,82,19805.0,8231.0,8253.0,9045.0,9719.0,109.889,117.763,-7.874,37,660.0,275.0,286.0,288.0,351.0,104.727,122.727,-18.0,82,19145.0,7956.0,7967.0,8757.0,9368.0,110.068,117.585,-7.517,-10.483,-10.126,3.332,3.341
2022-23,2022,1610612744,GSW,82,19830.0,8472.0,8472.0,9753.0,9605.0,115.12,113.373,1.747,41,783.0,348.0,360.0,362.0,355.0,104.023,98.611,5.412,82,19047.0,8124.0,8112.0,9391.0,9250.0,115.596,114.029,1.567,3.845,3.665,3.949,4.108
2022-23,2022,1610612745,HOU,82,19755.0,8220.0,8199.0,9081.0,9725.0,110.474,118.612,-8.138,40,606.0,278.0,287.0,254.0,290.0,91.367,101.045,-9.678,82,19149.0,7942.0,7912.0,8827.0,9435.0,111.143,119.249,-8.106,-1.572,-1.541,3.068,3.382
2022-23,2022,1610612754,IND,82,19755.0,8377.0,8362.0,9535.0,9796.0,113.824,117.149,-3.325,48,756.0,340.0,346.0,374.0,383.0,110.0,110.694,-0.694,82,18999.0,8037.0,8016.0,9161.0,9413.0,113.985,117.428,-3.442,2.749,2.632,3.827,4.059
2022-23,2022,1610612746,LAC,82,19830.0,8168.0,8165.0,9314.0,9273.0,114.03,113.57,0.46,42,640.0,293.0,286.0,329.0,314.0,112.287,109.79,2.496,82,19190.0,7875.0,7879.0,8985.0,8959.0,114.095,113.707,0.388,2.109,2.036,3.227,3.587
2022-23,2022,1610612747,LAL,82,19880.0,8436.0,8448.0,9608.0,9561.0,113.893,113.175,0.718,44,777.0,347.0,339.0,402.0,378.0,115.85,111.504,4.346,82,19103.0,8089.0,8109.0,9206.0,9183.0,113.809,113.245,0.564,3.781,3.628,3.908,4.113
2022-23,2022,1610612763,MEM,82,19780.0,8360.0,8370.0,9587.0,9264.0,114.677,110.681,3.996,35,493.0,241.0,231.0,277.0,263.0,114.938,113.853,1.085,82,19287.0,8119.0,8139.0,9310.0,9001.0,114.669,110.591,4.078,-2.993,-2.911,2.492,2.883
2022-23,2022,1610612748,MIA,82,19805.0,7991.0,7978.0,8977.0,9003.0,112.339,112.848,-0.509,54,971.0,439.0,438.0,493.0,418.0,112.301,95.434,16.867,82,18834.0,7552.0,7540.0,8484.0,8585.0,112.341,113.859,-1.518,18.385,17.376,4.903,5.494
2022-23,2022,1610612749,MIL,82,19830.0,8389.0,8376.0,9589.0,9291.0,114.304,110.924,3.38,35,589.0,267.0,252.0,293.0,259.0,109.738,102.778,6.96,82,19241.0,8122.0,8124.0,9296.0,9032.0,114.455,111.177,3.278,3.682,3.58,2.97,3.183
2022-23,2022,1610612750,MIN,82,19830.0,8383.0,8398.0,9494.0,9497.0,113.253,113.086,0.167,48,857.0,377.0,372.0,378.0,374.0,100.265,100.538,-0.272,82,18973.0,8006.0,8026.0,9116.0,9123.0,113.865,113.668,0.197,-0.469,-0.439,4.322,4.497
2022-23,2022,1610612740,NOP,82,19855.0,8239.0,8237.0,9378.0,9223.0,113.824,111.97,1.854,37,686.0,305.0,302.0,345.0,314.0,113.115,103.974,9.141,82,19169.0,7934.0,7935.0,9033.0,8909.0,113.852,112.275,1.577,7.564,7.287,3.455,3.702
2022-23,2022,1610612752,NYK,82,19955.0,8134.0,8121.0,9514.0,9274.0,116.966,114.198,2.768,45,906.0,394.0,411.0,430.0,489.0,109.137,118.978,-9.841,82,19049.0,7740.0,7710.0,9084.0,8785.0,117.364,113.943,3.421,-13.262,-12.609,4.54,4.844
2022-23,2022,1610612760,OKC,82,19855.0,8435.0,8431.0,9633.0,9544.0,114.203,113.201,1.001,43,764.0,345.0,350.0,335.0,372.0,97.101,106.286,-9.184,82,19091.0,8090.0,8081.0,9298.0,9172.0,114.932,113.501,1.431,-10.615,-10.186,3.848,4.09
2022-23,2022,1610612753,ORL,82,19780.0,8205.0,8222.0,9136.0,9346.0,111.347,113.671,-2.324,44,677.0,314.0,317.0,343.0,383.0,109.236,120.82,-11.585,82,19103.0,7891.0,7905.0,8793.0,8963.0,111.431,113.384,-1.953,-9.631,-9.261,3.423,3.827
2022-23,2022,1610612755,PHI,82,19880.0,8072.0,8070.0,9448.0,9094.0,117.047,112.689,4.358,45,795.0,354.0,342.0,390.0,319.0,110.169,93.275,16.895,82,19085.0,7718.0,7728.0,9058.0,8775.0,117.362,113.548,3.814,13.081,12.537,3.999,4.386
2022-23,2022,1610612756,PHX,82,19780.0,8141.0,8150.0,9319.0,9149.0,114.47,112.258,2.212,36,664.0,288.0,293.0,315.0,330.0,109.375,112.628,-3.253,82,19116.0,7853.0,7857.0,9004.0,8819.0,114.657,112.244,2.413,-5.666,-5.465,3.357,3.538
2022-23,2022,1610612757,POR,82,19730.0,8157.0,8161.0,9299.0,9628.0,114.0,117.976,-3.975,36,670.0,297.0,302.0,318.0,344.0,107.071,113.907,-6.837,82,19060.0,7860.0,7859.0,8981.0,9284.0,114.262,118.132,-3.87,-2.967,-2.861,3.396,3.641
2022-23,2022,1610612758,SAC,82,19830.0,8343.0,8345.0,9898.0,9681.0,118.638,116.01,2.629,44,844.0,380.0,380.0,491.0,444.0,129.211,116.842,12.368,82,18986.0,7963.0,7965.0,9407.0,9237.0,118.134,115.97,2.164,10.204,9.74,4.256,4.555
2022-23,2022,1610612759,SAS,82,19855.0,8451.0,8438.0,9269.0,10092.0,109.679,119.602,-9.922,28,516.0,227.0,234.0,223.0,263.0,98.238,112.393,-14.155,82,19339.0,8224.0,8204.0,9046.0,9829.0,109.995,119.807,-9.812,-4.343,-4.233,2.599,2.686
2022-23,2022,1610612761,TOR,82,19805.0,8076.0,8073.0,9254.0,9133.0,114.586,113.13,1.456,44,736.0,319.0,322.0,339.0,345.0,106.27,107.143,-0.873,82,19069.0,7757.0,7751.0,8915.0,8788.0,114.928,113.379,1.55,-2.423,-2.33,3.716,3.95
2022-23,2022,1610612762,UTA,82,19805.0,8329.0,8343.0,9600.0,9677.0,115.26,115.989,-0.73,52,901.0,412.0,409.0,483.0,448.0,117.233,109.535,7.698,82,18904.0,7917.0,7934.0,9117.0,9229.0,115.157,116.322,-1.165,8.862,8.427,4.549,4.947
2022-23,2022,1610612764,WAS,82,19755.0,8161.0,8163.0,9279.0,9378.0,113.699,114.884,-1.185,41,682.0,287.0,292.0,291.0,322.0,101.394,110.274,-8.88,82,19073.0,7874.0,7871.0,8988.0,9056.0,114.148,115.055,-0.907,-7.973,-7.695,3.452,3.517
2023-24,2023,1610612737,ATL,82,19855.0,8339.0,8346.0,9703.0,9882.0,116.357,118.404,-2.047,47,812.0,357.0,363.0,371.0,431.0,103.922,118.733,-14.811,82,19043.0,7982.0,7983.0,9332.0,9451.0,116.913,118.389,-1.476,-13.335,-12.764,4.09,4.281
2023-24,2023,1610612751,BKN,82,19805.0,8050.0,8051.0,9050.0,9287.0,112.422,115.352,-2.93,35,743.0,335.0,332.0,360.0,379.0,107.463,114.157,-6.694,82,19062.0,7715.0,7719.0,8690.0,8908.0,112.638,115.404,-2.766,-3.928,-3.764,3.752,4.161
2023-24,2023,1610612738,BOS,82,19830.0,8090.0,8102.0,9887.0,8957.0,122.213,110.553,11.66,33,572.0,256.0,233.0,299.0,242.0,116.797,103.863,12.934,82,19258.0,7834.0,7869.0,9588.0,8715.0,122.39,110.751,11.639,1.296,1.275,2.885,3.164
2023-24,2023,1610612766,CHA,82,19730.0,8047.0,8034.0,8740.0,9580.0,108.612,119.243,-10.631,35,562.0,242.0,265.0,271.0,301.0,111.983,113.585,-1.601,82,19168.0,7805.0,7769.0,8469.0,9279.0,108.507,119.436,-10.929,9.327,9.03,2.848,3.007
2023-24,2023,1610612741,CHI,82,19980.0,8078.0,8062.0,9206.0,9324.0,113.964,115.654,-1.69,44,955.0,430.0,420.0,514.0,401.0,119.535,95.476,24.059,82,19025.0,7648.0,7642.0,8692.0,8923.0,113.651,116.763,-3.112,27.171,25.749,4.78,5.323
2023-24,2023,1610612739,CLE,82,19805.0,8053.0,8059.0,9236.0,9038.0,114.69,112.148,2.542,42,717.0,297.0,297.0,316.0,330.0,106.397,111.111,-4.714,82,19088.0,7756.0,7762.0,8920.0,8708.0,115.008,112.188,2.82,-7.534,-7.256,3.62,3.688
2023-24,2023,1610612742,DAL,82,19705.0,8263.0,8256.0,9664.0,9483.0,116.955,114.862,2.093,31,471.0,227.0,204.0,291.0,217.0,128.194,106.373,21.821,82,19234.0,8036.0,8052.0,9373.0,9266.0,116.638,115.077,1.561,20.261,19.728,2.39,2.747
2023-24,2023,1610612743,DEN,82,19705.0,7996.0,8003.0,9418.0,8987.0,117.784,112.295,5.489,39,602.0,289.0,271.0,350.0,259.0,121.107,95.572,25.535,82,19103.0,7707.0,7732.0,9068.0,8728.0,117.659,112.882,4.778,20.758,20.047,3.055,3.614
2023-24,2023,1610612765,DET,82,19755.0,8269.0,8268.0,9010.0,9757.0,108.961,118.009,-9.048,34,527.0,223.0,231.0,209.0,296.0,93.722,128.139,-34.417,82,19228.0,8046.0,8037.0,8801.0,9461.0,109.384,117.718,-8.335,-26.082,-25.369,2.668,2.697
2023-24,2023,1610612744,GSW,82,19830.0,8261.0,8249.0,9657.0,9443.0,116.899,114.474,2.424,48,716.0,334.0,333.0,388.0,386.0,116.168,115.916,0.252,82,19114.0,7927.0,7916.0,9269.0,9057.0,116.929,114.414,2.516,-2.264,-2.172,3.611,4.043
2023-24,2023,1610612745,HOU,82,19855.0,8248.0,8230.0,9375.0,9283.0,113.664,112.795,0.869,39,662.0,296.0,305.0,321.0,371.0,108.446,121.639,-13.193,82,19193.0,7952.0,7925.0,9054.0,8912.0,113.858,112.454,1.404,-14.597,-14.063,3.334,3.589
2023-24,2023,1610612754,IND,82,19705.0,8389.0,8386.0,10110.0,9860.0,120.515,117.577,2.938,36,585.0,265.0,276.0,311.0,318.0,117.358,115.217,2.141,82,19120.0,8124.0,8110.0,9799.0,9542.0,120.618,117.657,2.961,-0.82,-0.797,2.969,3.159
2023-24,2023,1610612746,LAC,82,19705.0,8040.0,8041.0,9481.0,9212.0,117.923,114.563,3.36,40,564.0,248.0,244.0,309.0,263.0,124.597,107.787,16.81,82,19141.0,7792.0,7797.0,9172.0,8949.0,117.71,114.775,2.936,13.874,13.45,2.862,3.085
2023-24,2023,1610612747,LAL,82,19855.0,8387.0,8387.0,9679.0,9630.0,115.405,114.821,0.584,33,652.0,290.0,295.0,341.0,320.0,117.586,108.475,9.112,82,19203.0,8097.0,8092.0,9338.0,9310.0,115.327,115.052,0.275,8.837,8.527,3.284,3.458
2023-24,2023,1610612763,MEM,82,19780.0,8128.0,8137.0,8677.0,9251.0,106.754,113.691,-6.936,35,592.0,258.0,256.0,254.0,271.0,98.45,105.859,-7.41,82,19188.0,7870.0,7881.0,8423.0,8980.0,107.027,113.945,-6.918,-0.492,-0.474,2.993,3.174
2023-24,2023,1610612748,MIA,82,19755.0,7975.0,7974.0,9032.0,8888.0,113.254,111.462,1.792,42,688.0,291.0,293.0,289.0,330.0,99.313,112.628,-13.315,82,19067.0,7684.0,7681.0,8743.0,8558.0,113.782,111.418,2.364,-15.679,-15.107,3.483,3.649
2023-24,2023,1610612749,MIL,82,19805.0,8295.0,8294.0,9756.0,9541.0,117.613,115.035,2.578,40,667.0,318.0,316.0,383.0,337.0,120.44,106.646,13.795,82,19138.0,7977.0,7978.0,9373.0,9204.0,117.5,115.367,2.133,11.662,11.217,3.368,3.834
2023-24,2023,1610612750,MIN,82,19805.0,8081.0,8059.0,9264.0,8735.0,114.639,108.388,6.251,36,666.0,283.0,276.0,297.0,322.0,104.947,116.667,-11.72,82,19139.0,7798.0,7783.0,8967.0,8413.0,114.991,108.095,6.896,-18.616,-17.971,3.363,3.502
2023-24,2023,1610612740,NOP,82,19705.0,8101.0,8107.0,9436.0,9074.0,116.479,111.928,4.551,29,422.0,193.0,187.0,191.0,210.0,98.964,112.299,-13.336,82,19283.0,7908.0,7920.0,9245.0,8864.0,116.907,111.919,4.988,-18.323,-17.887,2.142,2.382
2023-24,2023,1610612752,NYK,82,19730.0,7883.0,7895.0,9249.0,8873.0,117.328,112.388,4.941,33,508.0,236.0,227.0,270.0,228.0,114.407,100.441,13.966,82,19222.0,7647.0,7668.0,8979.0,8645.0,117.419,112.741,4.677,9.289,9.025,2.575,2.994
2023-24,2023,1610612760,OKC,82,19805.0,8324.0,8320.0,9847.0,9239.0,118.296,111.046,7.251,38,593.0,274.0,264.0,344.0,301.0,125.547,114.015,11.532,82,19212.0,8050.0,8056.0,9503.0,8938.0,118.05,110.948,7.101,4.431,4.281,2.994,3.292
2023-24,2023,1610612753,ORL,82,19780.0,8022.0,8028.0,9058.0,8892.0,112.914,110.762,2.152,35,598.0,259.0,253.0,270.0,255.0,104.247,100.791,3.457,82,19182.0,7763.0,7775.0,8788.0,8637.0,113.204,111.087,2.117,1.34,1.304,3.023,3.229
2023-24,2023,1610612755,PHI,82,19780.0,8090.0,8092.0,9397.0,9147.0,116.156,113.038,3.118,36,601.0,274.0,287.0,316.0,325.0,115.328,113.24,2.088,82,19179.0,7816.0,7805.0,9081.0,8822.0,116.185,113.03,3.155,-1.067,-1.03,3.038,3.387
2023-24,2023,1610612756,PHX,82,19780.0,8158.0,8161.0,9532.0,9281.0,116.842,113.724,3.119,40,672.0,299.0,289.0,305.0,304.0,102.007,105.19,-3.184,82,19108.0,7859.0,7872.0,9227.0,8977.0,117.407,114.037,3.37,-6.553,-6.302,3.397,3.665
2023-24,2023,1610612757,POR,82,19880.0,8103.0,8112.0,8722.0,9462.0,107.639,116.642,-9.003,37,689.0,310.0,309.0,325.0,317.0,104.839,102.589,2.25,82,19191.0,7793.0,7803.0,8397.0,9145.0,107.751,117.199,-9.448,11.698,11.253,3.466,3.826
2023-24,2023,1610612758,SAC,82,19855.0,8226.0,8230.0,9558.0,9415.0,116.193,114.399,1.794,39,767.0,357.0,343.0,377.0,357.0,105.602,104.082,1.521,82,19088.0,7869.0,7887.0,9181.0,9058.0,116.673,114.847,1.826,-0.305,-0.273,3.863,4.34
2023-24,2023,1610612759,SAS,82,19830.0,8413.0,8410.0,9192.0,9724.0,109.259,115.624,-6.365,41,719.0,314.0,338.0,317.0,384.0,100.955,113.609,-12.654,82,19111.0,8099.0,8072.0,8875.0,9340.0,109.581,115.709,-6.127,-6.527,-6.289,3.626,3.732
2023-24,2023,1610612761,TOR,82,19805.0,8241.0,8248.0,9213.0,9741.0,111.795,118.101,-6.307,41,686.0,310.0,317.0,338.0,366.0,109.032,115.457,-6.425,82,19119.0,7931.0,7931.0,8875.0,9375.0,111.903,118.207,-6.304,-0.121,-0.118,3.464,3.762
2023-24,2023,1610612762,UTA,82,19805.0,8281.0,8266.0,9484.0,9885.0,114.527,119.586,-5.059,33,589.0,254.0,258.0,295.0,269.0,116.142,104.264,11.878,82,19216.0,8027.0,8008.0,9189.0,9616.0,114.476,120.08,-5.604,17.482,16.937,2.974,3.067
2023-24,2023,1610612764,WAS,82,19730.0,8461.0,8485.0,9327.0,10089.0,110.235,118.904,-8.669,37,519.0,228.0,265.0,194.0,326.0,85.088,123.019,-37.931,82,19211.0,8233.0,8220.0,9133.0,9763.0,110.932,118.771,-7.84,-30.091,-29.262,2.631,2.695
2024-25,2024,1610612737,ATL,82,19780.0,8521.0,8524.0,9691.0,9784.0,113.731,114.782,-1.051,41,727.0,334.0,335.0,391.0,366.0,117.066,109.254,7.812,82,19053.0,8187.0,8189.0,9300.0,9418.0,113.595,115.008,-1.413,9.225,8.863,3.675,3.92
2024-25,2024,1610612751,BKN,82,19780.0,7970.0,7974.0,8619.0,9202.0,108.143,115.4,-7.257,38,656.0,291.0,296.0,292.0,346.0,100.344,116.892,-16.548,82,19124.0,7679.0,7678.0,8327.0,8856.0,108.439,115.343,-6.904,-9.644,-9.291,3.316,3.651
2024-25,2024,1610612738,BOS,82,19830.0,7979.0,7983.0,9534.0,8787.0,119.489,110.071,9.417,35,617.0,285.0,267.0,343.0,293.0,120.351,109.738,10.613,82,19213.0,7694.0,7716.0,9191.0,8494.0,119.457,110.083,9.374,1.239,1.196,3.111,3.572
2024-25,2024,1610612766,CHA,82,19755.0,8079.0,8091.0,8618.0,9365.0,106.672,115.746,-9.074,38,691.0,315.0,332.0,332.0,370.0,105.397,111.446,-6.049,82,19064.0,7764.0,7759.0,8286.0,8995.0,106.723,115.93,-9.207,3.158,3.025,3.498,3.899
2024-25,2024,1610612741,CHI,82,19755.0,8532.0,8524.0,9660.0,9788.0,113.221,114.829,-1.608,34,533.0,240.0,250.0,277.0,251.0,115.417,100.4,15.017,82,19222.0,8292.0,8274.0,9383.0,9537.0,113.157,115.265,-2.107,17.124,16.625,2.698,2.813
2024-25,2024,1610612739,CLE,82,19755.0,8267.0,8247.0,9999.0,9217.0,120.951,111.762,9.189,38,618.0,281.0,268.0,348.0,281.0,123.843,104.851,18.993,82,19137.0,7986.0,7979.0,9651.0,8936.0,120.849,111.994,8.855,10.138,9.804,3.128,3.399
2024-25,2024,1610612742,DAL,82,19730.0,8238.0,8229.0,9364.0,9462.0,113.668,114.984,-1.315,40,644.0,308.0,290.0,348.0,324.0,112.987,111.724,1.263,82,19086.0,7930.0,7939.0,9016.0,9138.0,113.695,115.103,-1.408,2.671,2.578,3.264,3.739
2024-25,2024,1610612743,DEN,82,19855.0,8328.0,8328.0,9902.0,9583.0,118.9,115.07,3.83,37,656.0,302.0,299.0,383.0,323.0,126.821,108.027,18.794,82,19199.0,8026.0,8029.0,9519.0,9260.0,118.602,115.332,3.27,15.524,14.964,3.304,3.626
2024-25,2024,1610612765,DET,82,19805.0,8268.0,8281.0,9471.0,9315.0,114.55,112.486,2.064,44,688.0,312.0,328.0,335.0,384.0,107.372,117.073,-9.701,82,19117.0,7956.0,7953.0,9136.0,8931.0,114.832,112.297,2.534,-12.236,-11.765,3.474,3.774
2024-25,2024,1610612744,GSW,82,19730.0,8173.0,8165.0,9331.0,9060.0,114.169,110.961,3.207,45,657.0,309.0,290.0,343.0,320.0,111.003,110.345,0.658,82,19073.0,7864.0,7875.0,8988.0,8740.0,114.293,110.984,3.309,-2.65,-2.549,3.33,3.781
2024-25,2024,1610612745,HOU,82,19780.0,8159.0,8165.0,9372.0,9002.0,114.867,110.251,4.616,43,712.0,322.0,310.0,345.0,332.0,107.143,107.097,0.046,82,19068.0,7837.0,7855.0,9027.0,8670.0,115.184,110.376,4.809,-4.763,-4.57,3.6,3.947
2024-25,2024,1610612754,IND,82,19855.0,8341.0,8331.0,9624.0,9441.0,115.382,113.324,2.058,37,767.0,344.0,348.0,407.0,350.0,118.314,100.575,17.739,82,19088.0,7997.0,7983.0,9217.0,9091.0,115.256,113.879,1.376,16.363,15.681,3.863,4.124
2024-25,2024,1610612746,LAC,82,19805.0,8099.0,8115.0,9256.0,8874.0,114.286,109.353,4.933,37,630.0,273.0,281.0,289.0,298.0,105.861,106.05,-0.189,82,19175.0,7826.0,7834.0,8967.0,8576.0,114.58,109.472,5.108,-5.297,-5.122,3.181,3.371
