season,phase,game_id,home_team,road_team,source_consistent_mismatch,parser_diff_stats,source_consistent_diff_stats,output_file
2003-04,regular,0020300096,IND,BOS,True,,tov,/Users/robschoen/Dropbox/CC/GLA/data/pbp/processed/game_states/regular/2003-04/2003-04_IND_BOS_0020300096.json
2003-04,regular,0020300102,LAC,ATL,True,,tov,/Users/robschoen/Dropbox/CC/GLA/data/pbp/processed/game_states/regular/2003-04/2003-04_LAC_ATL_0020300102.json
2003-04,regular,0020300104,NJN,SAS,True,,tov,/Users/robschoen/Dropbox/CC/GLA/data/pbp/processed/game_states/regular/2003-04/2003-04_NJN_SAS_0020300104.json
2003-04,regular,0020300118,IND,SEA,True,,tov,/Users/robschoen/Dropbox/CC/GLA/data/pbp/processed/game_states/regular/2003-04/2003-04_IND_SEA_0020300118.json
2003-04,regular,0020300133,MIL,UTA,True,,tov,/Users/robschoen/Dropbox/CC/GLA/data/pbp/processed/game_states/regular/2003-04/2003-04_MIL_UTA_0020300133.json
2003-04,regular,0020300137,SAC,GSW,True,,tov,/Users/robschoen/Dropbox/CC/GLA/data/pbp/processed/game_states/regular/2003-04/2003-04_SAC_GSW_0020300137.json
2003-04,regular,0020300383,DET,UTA,False,stl,,/Users/robschoen/Dropbox/CC/GLA/data/pbp/processed/game_states/regular/2003-04/2003-04_DET_UTA_0020300383.json
2003-04,regular,0020300778,NOH,WAS,False,"fg3m,fgm,plus_minus,pts",,/Users/robschoen/Dropbox/CC/GLA/data/pbp/processed/game_states/regular/2003-04/2003-04_NOH_WAS_0020300778.json
2003-04,regular,0020301045,CHI,MIL,False,ftm,,/Users/robschoen/Dropbox/CC/GLA/data/pbp/processed/game_states/regular/2003-04/2003-04_CHI_MIL_0020301045.json
2003-04,regular,0020301073,DAL,CLE,False,ftm,,/Users/robschoen/Dropbox/CC/GLA/data/pbp/processed/game_states/regular/2003-04/2003-04_DAL_CLE_0020301073.json
2006-07,regular,0020601199,TOR,NYK,False,fta,,/Users/robschoen/Dropbox/CC/GLA/data/pbp/processed/game_states/regular/2006-07/2006-07_TOR_NYK_0020601199.json
2008-09,regular,0020800010,OKC,MIL,False,pf,,/Users/robschoen/Dropbox/CC/GLA/data/pbp/processed/game_states/regular/2008-09/2008-09_OKC_MIL_0020800010.json
2008-09,regular,0020800017,DAL,HOU,False,ftm,,/Users/robschoen/Dropbox/CC/GLA/data/pbp/processed/game_states/regular/2008-09/2008-09_DAL_HOU_0020800017.json
2008-09,regular,0020800118,CHI,DAL,False,pf,,/Users/robschoen/Dropbox/CC/GLA/data/pbp/processed/game_states/regular/2008-09/2008-09_CHI_DAL_0020800118.json
2008-09,regular,0020800138,HOU,NOH,False,ftm,,/Users/robschoen/Dropbox/CC/GLA/data/pbp/processed/game_states/regular/2008-09/2008-09_HOU_NOH_0020800138.json
2008-09,regular,0020800147,UTA,PHX,False,pf,,/Users/robschoen/Dropbox/CC/GLA/data/pbp/processed/game_states/regular/2008-09/2008-09_UTA_PHX_0020800147.json
2008-09,regular,0020800153,BOS,NYK,False,"fta,ftm",,/Users/robschoen/Dropbox/CC/GLA/data/pbp/processed/game_states/regular/2008-09/2008-09_BOS_NYK_0020800153.json
2008-09,regular,0020800157,GSW,POR,False,ftm,,/Users/robschoen/Dropbox/CC/GLA/data/pbp/processed/game_states/regular/2008-09/2008-09_GSW_POR_0020800157.json
2008-09,regular,0020800225,TOR,ATL,False,ftm,,/Users/robschoen/Dropbox/CC/GLA/data/pbp/processed/game_states/regular/2008-09/2008-09_TOR_ATL_0020800225.json
2008-09,regular,0020800242,HOU,SAS,False,ftm,,/Users/robschoen/Dropbox/CC/GLA/data/pbp/processed/game_states/regular/2008-09/2008-09_HOU_SAS_0020800242.json
2008-09,regular,0020800329,BOS,NOH,False,ftm,,/Users/robschoen/Dropbox/CC/GLA/data/pbp/processed/game_states/regular/2008-09/2008-09_BOS_NOH_0020800329.json
2008-09,regular,0020800380,BOS,CHI,False,ftm,,/Users/robschoen/Dropbox/CC/GLA/data/pbp/processed/game_states/regular/2008-09/2008-09_BOS_CHI_0020800380.json
2008-09,regular,0020800400,BOS,NYK,False,ftm,,/Users/robschoen/Dropbox/CC/GLA/data/pbp/processed/game_states/regular/2008-09/2008-09_BOS_NYK_0020800400.json
